chr1	0	0.016217
chr1	1000000	0.037035
chr1	2000000	0.030277
chr1	3000000	0.028140
chr1	4000000	0.013604
chr1	5000000	0.013502
chr1	6000000	0.022897
chr1	7000000	0.015870
chr1	8000000	0.015044
chr1	9000000	0.020502
chr1	10000000	0.018762
chr1	11000000	0.018052
chr1	12000000	0.013570
chr1	13000000	0.012951
chr1	14000000	0.011807
chr1	15000000	0.017875
chr1	16000000	0.018967
chr1	17000000	0.015409
chr1	18000000	0.014241
chr1	19000000	0.014803
chr1	20000000	0.013498
chr1	21000000	0.016903
chr1	22000000	0.015012
chr1	23000000	0.015587
chr1	24000000	0.015141
chr1	25000000	0.015089
chr1	26000000	0.017203
chr1	27000000	0.016906
chr1	28000000	0.016362
chr1	29000000	0.012061
chr1	30000000	0.011415
chr1	31000000	0.014596
chr1	32000000	0.016944
chr1	33000000	0.011107
chr1	34000000	0.009865
chr1	35000000	0.012084
chr1	36000000	0.014214
chr1	37000000	0.013307
chr1	38000000	0.011594
chr1	39000000	0.014661
chr1	40000000	0.012943
chr1	41000000	0.010710
chr1	42000000	0.010662
chr1	43000000	0.014068
chr1	44000000	0.013834
chr1	45000000	0.011967
chr1	46000000	0.011716
chr1	47000000	0.011645
chr1	48000000	0.007086
chr1	49000000	0.005205
chr1	50000000	0.008600
chr1	51000000	0.009500
chr1	52000000	0.012512
chr1	53000000	0.013646
chr1	54000000	0.014221
chr1	55000000	0.007389
chr1	56000000	0.006996
chr1	57000000	0.007063
chr1	58000000	0.008172
chr1	59000000	0.007032
chr1	60000000	0.005926
chr1	61000000	0.009556
chr1	62000000	0.010154
chr1	63000000	0.009021
chr1	64000000	0.008579
chr1	65000000	0.008276
chr1	66000000	0.006319
chr1	67000000	0.008399
chr1	68000000	0.006731
chr1	69000000	0.005488
chr1	70000000	0.006776
chr1	71000000	0.005829
chr1	72000000	0.005107
chr1	73000000	0.004907
chr1	74000000	0.005548
chr1	75000000	0.006581
chr1	76000000	0.006338
chr1	77000000	0.008269
chr1	78000000	0.005795
chr1	79000000	0.005866
chr1	80000000	0.005320
chr1	81000000	0.007189
chr1	82000000	0.005811
chr1	83000000	0.005694
chr1	84000000	0.007524
chr1	85000000	0.007686
chr1	86000000	0.007571
chr1	87000000	0.007556
chr1	88000000	0.006814
chr1	89000000	0.007753
chr1	90000000	0.007446
chr1	91000000	0.009228
chr1	92000000	0.009210
chr1	93000000	0.009032
chr1	94000000	0.009183
chr1	95000000	0.006455
chr1	96000000	0.006484
chr1	97000000	0.005498
chr1	98000000	0.005538
chr1	99000000	0.006780
chr1	100000000	0.007204
chr1	101000000	0.005980
chr1	102000000	0.005279
chr1	103000000	0.005600
chr1	104000000	0.005686
chr1	105000000	0.005261
chr1	106000000	0.005256
chr1	107000000	0.006630
chr1	108000000	0.008836
chr1	109000000	0.013741
chr1	110000000	0.010430
chr1	111000000	0.008916
chr1	112000000	0.010957
chr1	113000000	0.009203
chr1	114000000	0.008763
chr1	115000000	0.008021
chr1	116000000	0.009245
chr1	117000000	0.007840
chr1	118000000	0.006025
chr1	119000000	0.008191
chr1	120000000	0.009481
chr1	121000000	0.013532
chr1	122000000	0.018902
chr1	123000000	0.018864
chr1	124000000	0.018651
chr1	125000000	0.020457
chr1	126000000	0.000000
chr1	127000000	0.000000
chr1	128000000	0.000000
chr1	129000000	0.000000
chr1	130000000	0.000000
chr1	131000000	0.000000
chr1	132000000	0.000000
chr1	133000000	0.000000
chr1	134000000	0.000000
chr1	135000000	0.000000
chr1	136000000	0.000000
chr1	137000000	0.000000
chr1	138000000	0.000000
chr1	139000000	0.000000
chr1	140000000	0.000000
chr1	141000000	0.000000
chr1	142000000	0.000000
chr1	143000000	0.016246
chr1	144000000	0.012092
